Sample_ID,Cancer,O00182,O43927,O75144,O75509,O76036,O95727,P01127,P01133,P01730,P05113,P05231,P07585,P09038,P09237,P09341,P09382,P09601,P10144,P10147,P10747,P12544,P13500,P14210,P15692,P18627,P20718,P22301,P26842,P29965,P32970,P35968,P39900,P42701,P43489,P48023,P48061,P49763,P50591,Q01151,Q02763,Q13241,Q14116,Q15389,Q16790,Q8WXI7,Q92583,Q9BQ51,Q9NP84,Q9UQV4
ENDC_96,ENDC,1.27955,0.082,0.19535,1.52825,0.51215,0.78635,0.72865,0.5942,0.8417,0.10985,-0.24305,0.85615,0.60445,2.7145,0.6544,1.5956,1.13215,-0.26865,-0.87385,0.61595,0.49135,1.25455,1.16885,1.1171,0.6227,-0.0792000000000001,0.90015,1.03215,-0.29555,1.3527,0.6057,1.81765,0.6782,1.39355,-0.18375,1.5345,1.50135,1.05085,0.98335,0.6312,0.9773,0.0006499999999999,0.4586,2.2634,-0.0732499999999994,0.92165,0.84275,1.54425,0.4057
ENDC_97,ENDC,1.7749,2.9798,0.2293,1.18525,1.5905,2.02785,1.7851,3.37785,1.9302,-0.7026,1.78805,0.4208,1.8087,2.67925,2.0316,2.2174,1.4017,1.39085,0.9728,2.2023,1.67605,2.1711,2.1518,2.0013,1.5474,1.79495,2.2722,2.17605,2.5524,0.6035,0.17175,2.6945,1.11855,2.63115,1.245,1.4323,1.8413,1.1918,1.47285,0.42335,2.18285,0.1738,1.23055,0.28525,-3.4359,3.1847,0.72195,2.6374,1.26205
ENDC_98,ENDC,1.32835,0.8894,0.03165,1.18575,1.6704,2.19995,0.291,1.69185,1.53985,-0.8582,3.8641,0.96055,1.10825,3.308,1.86565,1.5239,1.39865,1.1253,0.877,1.4762,1.5734,1.48445,1.3314,1.663,1.2553,2.50575,2.40655,2.02955,1.3328,1.7918,0.20785,2.6493,1.8255,1.94565,0.4853,1.06365,1.75645,0.88705,1.4797,1.0237,2.59395,0.68945,0.9103,1.08635,-0.91305,0.0129500000000002,1.3503,0.8377,1.2043
ENDC_99,ENDC,0.3607,1.6341,0.0575,0.5473,0.48615,1.558,2.7271,2.0749,1.17615,-2.1962,0.6743,0.16115,0.7017,2.8673,2.29455,0.6023,0.8245,-0.00235,-0.2448,0.8112,0.9292,0.48775,1.0275,1.45415,0.2466,1.0401,2.48975,1.3216,2.52505,0.8369,0.4439,1.6777,0.18975,1.95055,-0.4649,1.25705,1.15885,0.87195,1.5316,0.22755,1.21375,-0.7978,2.82635,-1.6127,2.62285,2.15465,0.8059,0.4393,1.3426
GLIOM_1,GLIOM,0.1237,0.0540000000000001,0.0489,0.383,-0.55195,0.0739000000000001,0.9374,1.8429,0.51355,-0.1726,0.5194,0.11445,2.0987,2.1664,0.70595,0.6619,0.9671,-0.05555,-2.3349,,0.4591,0.97345,0.8025,1.32115,-0.3474,-0.2076,0.17115,-0.1832,1.58615,0.1071,0.5684,0.7358,0.85605,0.61415,0.2358,0.93945,0.89475,0.87535,0.6756,0.40445,0.34085,0.1735,0.83125,0.7027,1.12485,0.89895,0.6494,-0.212,-0.1678
GLIOM_10,GLIOM,0.4196,-0.7048,,0.40815,,,2.6052,2.60955,,1.15485,,-0.8003,,1.03895,0.88265,,,,,-0.02835,0.5648,,0.9156,1.134,,1.1197,1.8522,0.02895,1.6472,,0.45835,-0.6055,0.5652,0.0735,-0.10485,0.75275,0.8202,1.12095,,0.6451,0.4684,-0.3729,2.23455,-0.7615,,0.68955,,-0.0033,-0.8416
GLIOM_100,GLIOM,0.1273,1.4475,-0.16305,0.0154,-0.25235,-0.0446000000000001,2.5594,3.84235,0.37585,1.74105,-0.013,0.14235,0.68575,0.96485,2.639,0.7691,0.70465,-1.57165,-2.49605,-0.2018,-0.90405,-0.59005,1.90325,1.3274,-0.85095,-1.45,1.02305,0.29375,3.43595,-0.81535,0.2575,-1.54455,0.0798,-0.5892,-0.6442,0.7741,0.785,-0.24825,-0.2504,-0.01495,-0.17315,-0.6804,2.4954,0.0717500000000001,0.8969,1.71385,-0.2002,0.3907,-0.21565
GLIOM_101,GLIOM,0.48095,0.15285,-0.48955,-0.13035,0.27655,0.2567,1.5945,0.35225,0.3903,-0.34565,0.2204,0.29425,0.22095,1.67625,-0.50215,-0.0776999999999999,1.6857,0.74795,-0.2405,0.064,0.67655,-0.0007999999999999,1.0286,0.93855,-0.64155,0.10825,1.56345,0.2341,0.44495,-0.3659,0.0539,-0.7495,0.37475,-0.26575,0.1289,0.9972,0.8225,1.0261,-0.3381,0.26715,1.00865,-1.2569,1.42345,-1.1788,0.6019,-0.7117,0.0741,-0.1553,0.07015
GLIOM_102,GLIOM,0.59315,2.10995,-0.38385,0.4217,-0.57295,-0.31565,3.31425,3.37455,1.42035,-0.8016,1.8884,0.23945,1.08715,1.71505,2.0249,0.56335,1.5307,-0.33515,0.0181,-0.2082,-0.50945,1.49425,1.6761,1.98845,-0.51325,0.30655,2.4842,0.37,2.38,-0.3411,0.556,-0.1476,0.469,0.2716,-1.3836,1.29955,0.9567,1.5987,-0.1701,0.2795,0.66615,-0.29395,3.66,0.3533,0.79695,2.08595,0.1589,0.31645,-1.2413
GLIOM_103,GLIOM,0.62565,1.0449,-0.08765,0.19945,0.0003999999999999,0.16385,1.8098,2.19025,0.32315,-0.744,-0.4352,0.01885,1.16265,1.4345,0.88115,0.7735,3.86185,0.0231,-0.6111,-0.8426,-0.514,-0.31315,1.2546,1.1142,-0.0464,0.01295,2.51185,0.27095,1.506,-0.7064,0.04675,-1.1257,0.1225,-0.15655,-1.6405,0.70785,0.58275,1.00445,-0.9322,0.014,0.12775,-0.13575,1.78,0.56825,3.00395,1.88725,0.0953,-0.0317,-1.7596
GLIOM_104,GLIOM,0.69355,1.5001,0.03445,0.13915,0.2918,-0.61805,1.8211,0.91845,0.86785,1.6788,0.1649,0.60815,0.55315,1.8354,1.55215,0.8139,1.58275,-0.2039,-0.3522,-0.6561,-0.5193,0.40355,2.6693,1.1378,-0.3275,-0.40595,2.67275,1.25245,0.2705,-0.6538,0.84895,-0.7508,0.5234,-0.20785,-1.2131,0.54125,1.08645,0.12425,-0.6626,0.3583,0.82475,0.13985,2.8441,1.00875,2.19375,-0.56505,-0.1764,1.1295,-0.4292
GLIOM_105,GLIOM,-0.0386499999999999,2.95945,-0.0029499999999999,-0.2021,-1.72055,0.58285,1.78675,3.62685,-0.18155,1.3181,-0.0622,-0.04955,1.01535,1.79805,1.4911,0.0120500000000001,3.967,0.14445,-1.8724,-0.7215,-0.90405,-0.95355,1.1192,0.81105,-1.33665,1.10245,2.3507,-0.8173,3.0663,-0.1998,0.7934,-1.9981,-0.4138,-1.1218,-2.0998,1.15195,0.1447,0.2095,-1.2173,0.5333,0.37215,-0.66275,2.7101,0.0834999999999999,2.08905,0.91225,-0.7312,0.55495,-3.1028
GLIOM_106,GLIOM,0.16625,-0.3817,-0.056,0.12905,-0.48395,0.39435,0.9061,1.59635,0.1733,-0.79125,0.57505,0.62165,1.07685,0.63825,1.91445,0.40555,2.77445,-0.9461,-1.33975,-0.46295,-0.4881,-0.57865,0.58285,0.8531,-0.83335,-0.56755,4.32545,0.5307,1.04875,0.22625,0.4762,-1.9069,0.5386,-0.47905,-1.2608,1.74735,0.73115,0.7643,-0.8257,0.45485,0.78695,-1.0541,0.93115,0.92365,1.03345,0.53385,0.2312,0.71105,-0.9083
GLIOM_107,GLIOM,0.63435,-0.8532,,0.37045,,,0.1254,0.0160500000000003,,,,-0.33385,,1.1404,1.44175,0.4378,1.55105,,,-0.1827,-0.2128,,1.1324,0.584,,-0.14495,,0.0529500000000001,-0.5584,,0.57275,,,-0.40895,-0.4972,,0.11655,0.69615,,0.5467,0.92175,-0.68015,0.5193,,,0.72925,,-0.08,-1.4362
GLIOM_108,GLIOM,0.78585,0.16445,-0.54695,-0.27965,-0.61795,-0.8486,2.9573,3.51105,0.5163,2.36505,0.2226,0.00475,0.91615,1.44195,4.13965,0.944,2.9889,-0.29155,-1.4806,-0.2233,0.69405,-0.0201999999999999,2.3299,0.89015,-0.37335,1.29095,2.49995,0.2371,3.45705,-0.526,1.0402,-1.5651,-0.06245,-1.06495,-1.2627,1.7897,0.5416,0.2817,-1.0416,0.38765,1.40485,-0.2457,2.56455,0.4959,1.0208,0.3539,0.1264,0.5478,0.23445
GLIOM_109,GLIOM,1.3672,1.41515,-0.0712,0.5204,-0.06425,-1.0494,-0.94805,-1.5559,0.45115,0.52035,0.42445,0.79235,0.40305,1.31105,0.125,1.84185,2.8122,-0.49915,-0.6272,-0.14845,-0.143,0.09535,0.8454,1.1764,0.56815,0.1502,2.5444,0.31985,-0.94725,-0.5954,0.61535,-1.3128,0.5811,0.3462,-0.0628,0.97415,1.08815,0.71615,-0.34275,0.1354,1.82055,0.1206,-1.10105,0.9187,2.60535,-1.5073,1.02655,0.39895,1.76865
GLIOM_11,GLIOM,0.46665,-1.2353,0.23595,1.0115,0.52825,1.71405,1.06925,2.2587,0.8743,0.40395,-0.42425,0.16785,0.7933,1.2202,0.91985,0.39795,0.48445,0.2708,-0.85315,0.5995,0.2401,0.7316,-0.17295,0.60155,0.0583,0.2537,1.96275,0.8871,1.7218,1.0036,0.55655,-0.18195,0.38015,0.90145,1.03175,0.72945,0.44855,0.83275,0.7404,0.20805,0.93445,-1.23045,1.5871,0.35025,1.7761,0.30765,0.8692,-0.2448,0.3084
GLIOM_110,GLIOM,0.19255,1.2987,-0.12635,0.2868,-0.7229,-0.33395,1.12395,-0.51065,-0.20095,0.89215,-1.27655,,0.3217,,1.9251,0.1561,1.8967,0.426,-1.5182,-1.0252,-1.3929,-0.0942999999999999,2.87495,0.6506,-0.48675,,2.71245,0.6095,-0.72105,-1.0673,0.11865,-2.339,-0.5383,-1.2277,-1.9573,0.8147,0.76585,0.8092,-1.19685,0.07635,-0.0781500000000001,-0.4905,2.09955,1.10025,3.03155,0.6603,-0.1563,0.1763,-0.8121
GLIOM_111,GLIOM,0.3925,1.8906,-0.14035,-0.29275,-0.8196,-0.2194,2.5881,1.78185,0.58445,-1.13785,-0.67265,0.3342,0.3854,0.76655,0.96115,0.75955,1.2574,-0.3942,-1.80325,0.94135,-0.6555,-1.0765,1.5044,1.0448,-0.42625,1.2956,1.6308,0.0750500000000001,1.2735,-0.84185,0.59275,-1.4677,-0.9392,-1.3251,-1.96555,0.38315,0.932,0.32735,-0.98065,0.0771,1.087,-0.749,1.94265,0.6189,0.7007,0.62595,0.00995,0.5249,-1.017
GLIOM_112,GLIOM,1.68065,1.7245,-0.7419,-0.23185,-0.0668,1.11875,0.1599,0.48345,1.05095,-0.54325,0.8227,-0.04245,-0.13885,1.54095,0.79195,0.44585,2.56255,1.7616,0.8438,,0.9606,0.1148,0.48535,0.95645,0.667,2.6612,3.89285,0.2182,-0.9055,-0.30765,0.4019,0.2959,1.1533,0.37425,0.0917,0.18645,0.27905,0.9048,-0.0448,-0.1431,2.8803,1.59295,0.6214,0.27365,4.13035,-0.86935,0.08655,0.30655,-0.0685
GLIOM_113,GLIOM,0.58265,1.81575,-0.01585,0.464,-0.34505,0.48745,-0.4583,1.2472,0.88405,0.23965,-1.60605,0.578,1.17935,1.6856,1.94605,1.23645,1.0762,-0.2147,-1.3647,0.14375,0.42895,0.61305,0.56115,0.48565,0.23365,0.4918,1.0721,0.2072,0.10975,1.02045,0.0783,0.59405,-0.17535,0.95365,0.1909,0.8198,0.75185,0.58415,0.68295,0.3638,1.38485,-0.41945,-0.1579,0.8305,2.352,0.3882,0.20095,1.0224,-0.0957
GLIOM_114,GLIOM,1.42775,3.16765,-0.2873,-0.25355,0.7058,-0.4813,3.56585,3.515,0.0276999999999999,-0.62555,2.23555,0.0783,1.9787,2.02755,1.9979,0.92905,1.51205,1.57805,-0.5398,-0.2857,0.3276,0.97345,1.99945,1.15245,-0.32615,0.28265,1.706,-0.8477,2.4206,0.138,-0.22055,-0.36625,0.6265,-0.39325,0.27335,1.7414,0.6429,0.67525,-0.5175,-0.415,1.1083,0.03245,3.9787,-0.08685,0.5759,3.58045,-0.28735,0.61815,1.4096
GLIOM_115,GLIOM,0.44355,1.552,-0.3111,-0.48715,-0.57845,0.13875,2.27,3.06745,0.2745,1.16475,-1.61535,0.22035,-0.01575,0.57465,2.32225,0.50415,3.06515,1.0822,-1.05695,-0.87285,-0.0247999999999999,-0.80735,1.91415,1.7724,-1.34285,1.88145,3.84445,0.1557,2.15445,-0.81835,0.2743,-0.9618,0.3935,-1.46305,-1.8122,0.38945,0.35585,0.1076,-0.2894,-0.38275,0.44635,-0.7529,2.29835,0.63025,0.874649999999999,2.45425,-0.6277,0.20595,-1.6885
GLIOM_116,GLIOM,0.7258,0.19705,-0.67035,-0.3185,-0.8972,-1.00485,2.8852,4.10605,0.1626,1.42885,0.0237000000000001,0.0566,0.8152,0.5153,1.86035,0.78525,2.42275,0.5372,-1.0829,-0.5786,-0.45505,0.0858500000000001,1.3936,1.1906,-0.62625,1.20185,0.79245,-0.9539,1.90325,-0.3086,0.2386,-0.8676,-0.3072,-1.3298,-1.80115,0.94065,-0.04545,0.25005,-1.4168,-0.16695,0.50895,-0.6548,2.91335,0.4071,-1.71045,1.2424,-0.8362,0.39455,-2.14425
GLIOM_117,GLIOM,0.6129,0.6224,-0.45065,0.4447,-0.95125,-0.6601,0.9998,0.0424500000000001,0.52855,-0.47785,-0.6727,0.36285,-0.24755,1.76065,1.0431,0.581,2.77515,-1.96565,-1.01935,-0.2495,-1.46565,0.23735,1.21615,1.0802,-1.14825,-1.1761,4.50325,-0.06965,-0.29975,-0.94935,0.5802,-2.21365,-0.079,-0.9812,-1.0676,1.0535,0.7056,0.87265,-1.0071,0.46205,0.49795,-0.8484,1.3006,0.0294500000000001,-0.7742,0.05185,-0.6603,0.5989,-0.78415
GLIOM_118,GLIOM,-0.0734499999999999,1.38,,0.25065,,,0.35955,1.0877,,-2.2638,,-0.03995,,1.57735,-0.0841999999999998,0.12795,2.51205,,,-0.62105,,,,,,-0.0935500000000001,2.86655,0.4057,,,0.56635,-0.66635,0.08175,,,1.2817,,,,0.24075,,-1.15315,1.59175,0.1143,,0.3755,,0.33715,
GLIOM_119,GLIOM,1.3259,0.98875,-0.388,-0.2979,0.16435,-0.1024,4.94135,5.9287,0.82065,0.25885,-0.74145,0.22435,2.41835,1.87585,3.7875,2.79025,4.2477,1.52735,-0.6823,,0.9276,-0.15165,1.6219,2.2624,-0.22255,0.7929,2.8452,0.66325,4.32575,-0.5972,0.66835,-0.9334,0.1472,-0.488,0.1216,2.62365,0.84285,1.02625,-0.62165,0.7738,0.96045,0.4762,4.04975,-1.2167,2.43515,3.7187,0.11305,0.57675,-2.32215
GLIOM_12,GLIOM,0.38895,1.6172,-0.08405,0.0755,0.7021,0.86425,1.64615,2.14645,1.01605,0.46255,0.25885,-0.116,1.4794,0.99225,2.2844,0.8065,2.1548,1.2484,-0.8408,0.2575,0.9097,-0.0498,0.77155,1.2113,0.52185,1.56085,2.61985,0.0277000000000002,1.66415,0.3784,0.66035,-2.3636,1.2429,-0.2598,0.4949,1.4764,0.60865,1.2905,0.34985,0.46065,1.80795,0.1325,1.54815,-0.68735,1.56985,2.1651,0.1674,-0.403,-0.2879
GLIOM_120,GLIOM,0.62885,-1.1894,0.03215,-0.0722,-0.44535,0.17975,2.2253,2.39925,0.28345,-2.57405,-0.14665,0.24315,1.6525,2.06125,3.4153,0.801,0.9112,0.2254,-0.90705,-0.0939,-0.2338,-0.19295,0.6598,1.2451,-0.1395,0.4868,0.20665,0.61595,2.29755,-0.22745,-0.15665,-0.44065,0.24175,-0.1214,-1.4766,0.70635,0.57225,0.3231,-0.13515,-0.10575,0.4395,-0.2058,1.9061,1.36185,1.04975,2.03195,0.28745,0.12635,0.37365
GLIOM_121,GLIOM,,0.21285,,0.17065,,,,,,-0.99135,,0.07005,,2.22425,,,,,,-0.6066,-0.85515,,0.8127,1.28215,,-0.55975,1.66145,,2.63715,,,-0.2726,0.31255,-0.23515,-1.2306,0.4817,0.696,0.5685,,,0.42085,,,0.9386,,,,,-1.20455
GLIOM_122,GLIOM,0.47335,-0.0425,0.23005,0.42435,0.45345,0.06995,2.50275,3.4613,0.5792,-2.46435,1.12125,0.26545,1.53435,2.0414,1.1239,,,-0.26125,-0.33375,0.51315,0.42395,1.23765,0.99765,1.0719,0.0979,0.4208,0.10535,0.78755,2.45685,0.3706,0.3236,0.38785,-0.0117,-0.0933499999999999,-0.51025,0.9477,0.54465,0.33045,0.12025,0.8491,0.3613,-1.07025,3.3147,0.6038,1.48455,1.70725,0.40495,0.66495,-0.3884
GLIOM_123,GLIOM,1.4832,0.1909,-0.02405,0.5512,0.23955,0.2292,3.7291,4.25315,0.93755,-0.26965,4.6758,0.43925,2.18185,1.26015,1.8032,0.9864,3.06765,1.88115,1.37145,,1.01355,2.79635,1.83645,3.2716,0.0287500000000001,1.2637,2.51445,0.26275,4.17215,1.26525,-0.1053,0.36665,1.0041,0.85,-0.1506,2.2828,1.6065,1.27425,0.1754,0.50295,1.87315,0.3002,4.0883,1.55945,2.0601,2.33375,0.9527,1.2413,-0.82105
GLIOM_124,GLIOM,0.7988,4.3781,-0.23075,0.091,-0.73055,1.2645,4.00005,4.4697,0.9557,0.19725,0.8219,0.22505,2.7127,2.2437,4.14535,2.36995,0.552,5.4998,-0.4371,0.208,1.53185,0.75355,2.21585,2.022,-0.8571,7.5679,0.68225,,3.94735,-0.4842,,0.4871,-0.5327,-0.51845,-1.01355,1.9269,0.64225,0.6628,-0.62045,,1.1993,0.65505,3.44685,0.3426,2.5826,3.47665,0.425,,-0.2943
GLIOM_125,GLIOM,1.11425,0.43125,-0.1584,0.9065,0.23165,0.7813,-1.3277,-1.7947,0.71245,-1.0576,0.49825,0.90825,0.3189,0.0837000000000001,-0.54955,0.62055,3.50905,-1.3234,-0.47115,-0.53245,-1.6155,-0.93885,1.02415,1.01245,-0.528,-0.04615,3.77635,1.55415,-1.27745,-0.5329,0.45305,-1.1969,-0.49045,-0.29015,-1.0839,0.8614,1.25715,0.85345,-0.1051,0.2205,1.18225,-0.2912,-0.53915,1.2631,1.7833,-2.6739,0.1203,1.05855,-1.15505
GLIOM_126,GLIOM,0.51745,0.0036,-0.1341,0.53755,0.6542,0.51165,1.73025,1.973,1.0628,4.2849,0.76755,,0.5807,,1.6125,0.91965,1.79205,1.39215,-1.46105,0.72895,0.46675,1.36075,0.9431,0.56245,-0.3603,,0.17925,0.5945,1.1457,-0.0953,0.21535,0.63495,0.37905,0.44795,0.0322,1.5103,0.7451,0.61555,0.32195,0.35835,0.25435,0.03915,0.96975,-0.2004,2.53455,0.3982,0.21425,0.26975,-0.23015
GLIOM_127,GLIOM,1.05955,1.7113,-0.32495,-0.0109,-0.1319,1.53785,1.60465,2.04885,0.83085,,1.37015,,1.2408,,2.4116,0.7095,2.8298,2.3088,0.3819,,0.8846,1.3056,1.55485,1.1167,0.68695,,,0.3172,1.30115,1.1142,0.58885,-1.7107,,0.2031,-0.3839,,0.53355,0.8895,0.38645,0.03285,2.02255,-0.1708,1.96175,0.34475,1.66725,1.5537,0.3379,0.381,-1.0641
GLIOM_128,GLIOM,1.00985,2.7526,,0.6797,0.5874,1.41865,0.34765,0.78425,0.96845,-0.20755,-0.0152499999999999,0.3974,0.4533,2.37605,1.4375,0.7675,1.5143,0.5975,0.0181,0.868,1.0406,1.0735,0.92775,0.8479,,0.96515,1.60155,0.78,0.58165,0.5361,0.24255,0.0722999999999999,0.9557,0.8289,0.7293,1.31,0.74165,1.1837,0.75045,0.07935,1.50455,0.4993,0.0053499999999999,0.49435,,0.0290000000000004,,0.3311,1.2184
GLIOM_129,GLIOM,0.4141,-1.2116,-0.53155,-0.16395,-0.3563,0.3189,1.5732,1.74465,-0.13405,0.08045,-0.28175,0.3945,0.3249,1.35445,0.54245,0.29585,2.0355,-0.2052,-1.89585,-0.22555,-1.0574,-0.4313,0.2163,0.3175,-0.45385,-1.1936,1.209,0.21935,1.1788,-1.23215,0.09145,-0.7499,-0.4171,-0.4028,-0.88545,0.81145,0.1811,0.36185,-0.58155,0.1248,-0.0203000000000001,-0.8377,1.77845,0.6868,1.0683,-1.48965,-0.33635,-0.1871,-1.172
GLIOM_13,GLIOM,0.26455,0.4474,-0.1604,0.40125,0.507,0.08515,3.4488,4.70425,0.44585,-5.09935,0.6919,-0.01255,2.05425,1.97165,3.25655,0.98405,2.00105,2.1996,-1.3178,0.4917,1.119,0.1423,0.28035,2.69125,-0.5346,1.4813,-0.28235,0.2212,4.0439,0.19655,0.5507,0.1329,0.9198,0.84005,0.5377,1.59415,0.88675,0.7578,0.3335,0.4174,0.9481,0.88175,3.2124,0.20175,2.28505,2.91415,0.38515,0.20645,-0.0646
GLIOM_130,GLIOM,0.56545,-0.4072,-0.55985,0.0560000000000001,-0.40335,-0.33845,-0.13205,-0.4728,-0.2617,-0.50655,-2.29345,0.05635,0.1363,1.7744,-0.23055,0.62775,4.09135,-0.6852,-1.26275,-1.2602,-0.8537,-0.3248,1.17835,0.94265,-1.2172,-0.0824,3.12575,-0.1538,-1.0017,-0.7764,0.17005,-0.71695,0.48345,-1.99485,-1.18095,0.74275,0.40775,0.61945,-0.9862,-0.21065,0.43055,-1.77725,0.3501,0.72195,1.1076,-1.86555,-0.742,0.2371,-0.8579
GLIOM_131,GLIOM,0.8394,0.4982,0.2246,0.2528,0.35255,0.68985,2.30525,2.7978,0.86595,-3.21725,-0.1572,0.84155,0.62745,2.19415,1.6176,0.9238,1.52155,0.11885,-0.6608,0.16455,0.3053,0.30095,1.09495,1.34815,0.55055,0.53595,1.3352,0.62955,1.555,-0.1497,0.06145,1.8727,0.62955,0.6939,0.4457,1.51635,1.09855,0.2528,0.1938,0.3115,0.7468,-0.7061,1.95815,1.288,0.9556,1.72885,0.95185,0.8601,0.792
GLIOM_132,GLIOM,-0.45185,-0.3256,0.27775,0.89395,0.2941,-0.76445,0.8082,-1.05185,0.06415,0.5162,-0.7893,0.21225,-0.0267499999999999,2.0618,0.73525,0.208,1.63615,-0.3749,-1.5632,-0.5327,-0.8011,-0.08505,1.3009,0.8542,-0.8003,-0.51325,0.83825,0.02005,-0.5627,-1.3253,0.28805,-1.2911,-0.2828,-0.58835,-0.3297,0.23205,0.65385,-0.28955,-0.6787,0.0396,0.0465500000000001,-1.44445,1.6512,-0.15515,0.31555,0.49485,0.2041,-0.2974,-1.6012
GLIOM_133,GLIOM,0.87685,-0.1758,0.26625,-0.1378,0.0088999999999999,-0.85945,0.0124500000000001,-1.04205,0.66255,-0.05335,0.46885,0.4313,0.5901,1.80095,0.3168,0.8049,1.5693,0.4617,0.3785,0.0559000000000001,-0.7258,0.338,1.34155,1.114,-1.07655,-0.68035,1.94105,0.1062,-1.18825,0.1399,0.49465,-1.7045,0.3867,-0.9423,-1.0662,-0.0627000000000002,0.44165,0.7631,-0.63085,0.27535,0.27195,-0.6857,1.03255,0.19535,-1.38565,-0.3777,-0.227,0.759,-0.9355
GLIOM_134,GLIOM,0.57325,0.05195,-0.13205,0.0620000000000001,-1.07275,0.03575,2.2225,3.8452,0.27145,-1.48595,0.42685,0.4894,2.41755,1.5148,2.12545,2.13815,3.27,0.1263,-1.1021,-0.21555,-0.23105,-0.12465,1.32545,2.21635,-1.02215,1.3159,3.0594,-0.3617,2.36275,-0.0898499999999999,0.7658,-0.43205,-0.63055,-0.58985,-1.5363,0.512,0.52185,0.82105,-0.81575,0.0635,1.17495,0.23615,2.2939,0.6072,-3.7685,2.4501,0.13615,1.0805,-0.3891
GLIOM_135,GLIOM,1.68305,0.13615,-0.8369,0.46965,0.4437,-0.7388,3.00495,3.7535,0.7686,1.97485,2.02005,0.476,1.6165,1.26205,1.7976,1.61235,2.40835,-0.46475,-0.4603,-0.1548,-0.655,0.20785,0.95205,1.20545,-0.56555,-0.49785,3.2466,0.6193,3.482,0.4681,-0.04845,-0.48585,-0.0424,-0.14885,-1.00255,1.4295,0.7058,0.76165,-0.5544,0.0585,0.6808,-0.23755,2.2778,0.81545,2.1052,1.38755,0.29075,0.72545,-1.7036
GLIOM_136,GLIOM,0.39225,-0.05455,-0.61655,-0.03445,-0.45785,1.6582,2.762,4.02005,0.3827,1.48935,-1.1266,0.76765,0.90525,1.54705,2.38245,0.8657,2.441,0.20965,-1.2091,-0.1198,0.60115,-0.5149,0.8061,1.18285,-0.10605,1.71375,1.25085,0.186,3.79865,-0.1037,0.542,-0.8141,0.42125,-1.04545,-1.4019,1.3045,0.3015,0.6708,-1.1964,-0.40855,1.51275,-0.2734,3.20345,1.0355,1.5321,1.3268,0.0414,0.4805,-3.04485
GLIOM_137,GLIOM,,4.034,-0.23825,-0.15015,0.7834,0.9176,,,0.92805,0.22675,0.19215,0.2004,2.6562,0.97155,,0.89405,0.57305,1.646,0.08305,0.5467,1.3266,-0.0448999999999999,0.8816,2.6578,0.4443,2.19965,3.516,0.83675,3.72755,0.0831500000000001,0.4775,0.8593,0.7735,0.0157,0.71805,1.69405,1.0267,0.6355,-0.0730999999999999,0.7958,1.4897,,,0.2665,-1.5275,,0.61075,0.5361,2.0265
GLIOM_138,GLIOM,1.2195,0.689,-0.16365,0.72005,-0.9237,0.103,1.6348,1.97185,0.98215,1.60745,2.18835,0.2921,0.8237,2.53695,2.63365,0.69925,0.383,-0.4685,-0.11685,0.58295,0.3222,1.0724,2.2615,1.4541,0.12075,0.6274,0.9599,1.32645,0.6713,0.00695,0.57825,0.7047,-0.3876,-0.0375,-1.64025,0.83155,0.8788,0.79025,-0.01965,0.0528,1.1725,-0.0074,0.99715,0.3474,0.7577,4.14975,0.15335,0.677,1.5527
GLIOM_139,GLIOM,0.97255,1.0733,0.23365,0.90425,0.3992,0.21805,-0.7341,-1.84755,0.57975,-0.9029,0.3748,0.70945,0.22945,1.5027,0.34395,0.8313,2.28285,-1.0271,-1.2554,-0.5239,-1.0615,0.35485,1.3975,1.153,-0.3368,-0.47015,2.83725,1.31205,-0.6309,0.2389,-0.0559500000000001,-0.0086000000000001,0.5975,-0.29635,-0.6169,1.33995,1.27385,0.66085,-0.0851000000000001,0.0725,0.54345,-0.71985,0.2837,1.07295,-0.60165,0.13595,-0.599,1.6983,-0.6399
GLIOM_14,GLIOM,-0.29215,0.67555,-0.24375,0.16855,0.33895,0.4316,2.4828,4.28835,1.3028,6.44005,1.2137,0.05205,1.11565,1.73525,3.88625,0.6208,0.4086,1.64365,-2.1908,0.6277,0.72115,0.0188000000000002,0.7617,1.31015,-0.26545,1.39375,1.08745,0.0682,3.86645,1.0283,0.649,-0.1553,0.44135,0.21315,-0.1035,1.8338,0.4688,0.2668,0.2322,0.03515,0.98725,-1.0198,2.44785,-0.0662,-0.7846,3.0121,-0.0031999999999999,-0.3922,-0.27245
GLIOM_140,GLIOM,0.61335,0.31445,-0.30975,0.7171,0.16055,1.18895,1.098,2.1949,0.85975,-1.17945,0.37595,0.4169,-0.03225,2.496,0.87205,1.18855,4.2995,0.8627,0.237,0.0373499999999999,-0.38415,0.13215,0.70295,1.46585,0.51095,0.1284,1.6679,0.611,1.40205,-0.45825,0.2044,1.38505,0.28295,-0.12495,-1.4043,-0.1812,0.79965,0.86885,0.17455,0.1364,1.53445,-0.03365,1.4083,1.2808,3.1557,-0.5032,0.30515,1.0156,-0.6373
GLIOM_141,GLIOM,0.69095,2.72435,-0.0314,0.3446,-0.0924,0.7665,3.9298,5.1389,0.3105,,1.7952,0.5058,0.66865,1.84025,4.01055,,,0.81355,-0.5561,-0.08765,0.4281,0.4077,2.33735,3.5279,0.86735,1.3663,,0.93415,3.6604,0.0901000000000001,0.45015,0.9351,,0.3733,-1.33605,,1.20185,1.0466,-0.41065,0.5203,1.59755,0.1603,3.72275,2.7433,0.4941,4.71135,0.19925,0.26625,-0.311
